,accuracy_results,error_results,precision_results,recall_results,f1_results,gmean_results
0,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
1,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
2,1.0,0.0,1.0,1.0,1.0,1.0
3,1.0,0.0,1.0,1.0,1.0,1.0
4,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
5,1.0,0.0,1.0,1.0,1.0,1.0
6,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
7,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
8,1.0,0.0,1.0,1.0,1.0,1.0
9,1.0,0.0,1.0,1.0,1.0,1.0
10,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
11,1.0,0.0,1.0,1.0,1.0,1.0
12,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
13,1.0,0.0,1.0,1.0,1.0,1.0
14,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
15,1.0,0.0,1.0,1.0,1.0,1.0
16,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
17,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
18,1.0,0.0,1.0,1.0,1.0,1.0
19,1.0,0.0,1.0,1.0,1.0,1.0
20,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
21,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
22,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
23,1.0,0.0,1.0,1.0,1.0,1.0
24,1.0,0.0,1.0,1.0,1.0,1.0
25,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
26,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
27,1.0,0.0,1.0,1.0,1.0,1.0
28,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
29,1.0,0.0,1.0,1.0,1.0,1.0
30,1.0,0.0,1.0,1.0,1.0,1.0
31,0.9333333333333333,0.06666666666666665,0.8333333333333334,1.0,0.9090909090909091,0.9486832980505138
32,1.0,0.0,1.0,1.0,1.0,1.0
33,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
34,1.0,0.0,1.0,1.0,1.0,1.0
35,0.9333333333333333,0.06666666666666665,0.8333333333333334,1.0,0.9090909090909091,0.9486832980505138
36,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
37,1.0,0.0,1.0,1.0,1.0,1.0
38,1.0,0.0,1.0,1.0,1.0,1.0
39,1.0,0.0,1.0,1.0,1.0,1.0
40,1.0,0.0,1.0,1.0,1.0,1.0
41,0.9333333333333333,0.06666666666666665,0.8333333333333334,1.0,0.9090909090909091,0.9486832980505138
42,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
43,1.0,0.0,1.0,1.0,1.0,1.0
44,1.0,0.0,1.0,1.0,1.0,1.0
45,0.9666666666666667,0.033333333333333326,0.9090909090909091,1.0,0.9523809523809523,0.9746794344808963
46,1.0,0.0,1.0,1.0,1.0,1.0
47,1.0,0.0,1.0,1.0,1.0,1.0
48,0.9333333333333333,0.06666666666666665,0.8333333333333334,1.0,0.9090909090909091,0.9486832980505138
49,1.0,0.0,1.0,1.0,1.0,1.0
