,accuracy_results,error_results,precision_results,recall_results,f1_results,gmean_results
0,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
1,0.9302325581395349,0.06976744186046513,0.641749723145072,0.7142857142857143,0.7692307692307692,0.8333333333333334
2,0.9069767441860465,0.09302325581395354,0.521594684385382,0.42857142857142855,0.6,0.6546536707079771
3,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
4,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
5,1.0,0.0,1.0,1.0,1.0,1.0
6,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
7,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
8,0.9069767441860465,0.09302325581395354,0.5269102990033223,0.5714285714285714,0.6666666666666666,0.7453559924999299
9,1.0,0.0,1.0,1.0,1.0,1.0
10,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
11,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
12,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
13,0.8604651162790697,0.13953488372093026,0.4907882814859558,0.8571428571428571,0.6666666666666665,0.8591246929842246
14,0.9302325581395349,0.06976744186046513,0.641749723145072,0.7142857142857143,0.7692307692307692,0.8333333333333334
15,1.0,0.0,1.0,1.0,1.0,1.0
16,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
17,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
18,0.9302325581395349,0.06976744186046513,0.641749723145072,0.7142857142857143,0.7692307692307692,0.8333333333333334
19,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
20,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
21,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
22,1.0,0.0,1.0,1.0,1.0,1.0
23,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
24,0.9302325581395349,0.06976744186046513,0.641749723145072,0.7142857142857143,0.7692307692307692,0.8333333333333334
25,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
26,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
27,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
28,1.0,0.0,1.0,1.0,1.0,1.0
29,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
30,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
31,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
32,0.8837209302325582,0.11627906976744184,0.45071982281284606,0.5714285714285714,0.6153846153846153,0.7346308866924529
33,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
34,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
35,0.8837209302325582,0.11627906976744184,0.45071982281284606,0.5714285714285714,0.6153846153846153,0.7346308866924529
36,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
37,1.0,0.0,1.0,1.0,1.0,1.0
38,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
39,1.0,0.0,1.0,1.0,1.0,1.0
40,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
41,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
42,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
43,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
44,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
45,0.8837209302325582,0.11627906976744184,0.45071982281284606,0.5714285714285714,0.6153846153846153,0.7346308866924529
46,0.9302325581395349,0.06976744186046513,0.6411960132890365,0.5714285714285714,0.7272727272727273,0.7559289460184544
47,0.9534883720930233,0.046511627906976716,0.760797342192691,0.7142857142857143,0.8333333333333333,0.8451542547285166
48,0.9767441860465116,0.023255813953488413,0.8803986710963455,0.8571428571428571,0.923076923076923,0.9258200997725514
49,1.0,0.0,1.0,1.0,1.0,1.0
