,accuracy_results,error_results,precision_results,recall_results,f1_results,gmean_results
0,0.7823529411764706,0.21764705882352942,0.29516806722689076,0.125,0.2127659574468085,0.3508232077228117
1,0.7751479289940828,0.2248520710059172,0.27485207100591713,0.05,0.09523809523809523,0.223606797749979
2,0.7810650887573964,0.21893491124260356,0.3184319526627219,0.225,0.3272727272727273,0.4631791054451077
3,0.7810650887573964,0.21893491124260356,0.29393491124260357,0.075,0.13953488372093023,0.27386127875258304
4,0.7988165680473372,0.20118343195266275,0.35409529741513546,0.3076923076923077,0.41379310344827586,0.5395593205153902
5,0.7705882352941177,0.22941176470588232,0.25441176470588234,0.025,0.04878048780487806,0.15811388300841897
6,0.7810650887573964,0.21893491124260356,0.29393491124260357,0.075,0.13953488372093023,0.27386127875258304
7,0.8165680473372781,0.18343195266272194,0.420272703884744,0.4,0.507936507936508,0.6150565613367691
8,0.7928994082840237,0.20710059171597628,0.33210059171597633,0.125,0.2222222222222222,0.3535533905932738
9,0.7988165680473372,0.20118343195266275,0.33261610184687107,0.20512820512820512,0.32,0.4476544172881065
10,0.7764705882352941,0.22352941176470587,0.27352941176470585,0.05,0.09523809523809523,0.223606797749979
11,0.7633136094674556,0.23668639053254437,0.23668639053254437,0.0,0.0,0.0
12,0.7869822485207101,0.21301775147928992,0.31301775147928995,0.1,0.18181818181818182,0.316227766016838
13,0.7810650887573964,0.21893491124260356,0.30662990855298544,0.175,0.27450980392156865,0.4117932046681352
14,0.7928994082840237,0.20710059171597628,0.3149901380670611,0.1794871794871795,0.2857142857142857,0.41874236429200706
15,0.7705882352941177,0.22941176470588232,0.25441176470588234,0.025,0.04878048780487806,0.15811388300841897
16,0.7633136094674556,0.23668639053254437,0.23668639053254437,0.0,0.0,0.0
17,0.8165680473372781,0.18343195266272194,0.405680473372781,0.3,0.4363636363636363,0.5413162253377903
18,0.7810650887573964,0.21893491124260356,0.34345896578338053,0.325,0.4126984126984127,0.5475456159539474
19,0.8224852071005917,0.1775147928994083,0.42149043821284626,0.41025641025641024,0.5161290322580646,0.6230294378866642
20,0.7941176470588235,0.20588235294117652,0.3285714285714285,0.15,0.2553191489361702,0.38580584993770356
21,0.7810650887573964,0.21893491124260356,0.34984615384615386,0.35,0.4307692307692308,0.5658224445527854
22,0.7633136094674556,0.23668639053254437,0.23668639053254437,0.0,0.0,0.0
23,0.7751479289940828,0.2248520710059172,0.33580498027613415,0.325,0.40624999999999994,0.5452401504891459
24,0.8224852071005917,0.1775147928994083,0.40828402366863903,0.23076923076923078,0.375,0.4803844614152614
25,0.7941176470588235,0.20588235294117652,0.3541795665634675,0.3,0.4067796610169491,0.5327721406437782
26,0.7633136094674556,0.23668639053254437,0.23668639053254437,0.0,0.0,0.0
27,0.7633136094674556,0.23668639053254437,0.23668639053254437,0.0,0.0,0.0
28,0.7869822485207101,0.21301775147928992,0.3337647928994083,0.25,0.35714285714285715,0.48823364593527946
29,0.7810650887573964,0.21893491124260356,0.2702169625246548,0.05128205128205128,0.09756097560975609,0.22645540682891913
30,0.8117647058823529,0.18823529411764706,0.3897058823529411,0.3,0.4285714285714285,0.5392302205637503
31,0.8224852071005917,0.1775147928994083,0.4291789940828402,0.375,0.5,0.6003874717872366
32,0.7751479289940828,0.2248520710059172,0.27485207100591713,0.05,0.09523809523809523,0.223606797749979
33,0.8106508875739645,0.18934911242603547,0.390680473372781,0.3,0.4285714285714285,0.539163866017192
34,0.8047337278106509,0.1952662721893491,0.347534516765286,0.20512820512820512,0.326530612244898,0.44941338051705937
35,0.8352941176470589,0.16470588235294115,0.46370320855614966,0.425,0.5483870967741935,0.6392603899459486
36,0.7810650887573964,0.21893491124260356,0.32457361642882004,0.25,0.3508771929824561,0.48624490591381186
37,0.7751479289940828,0.2248520710059172,0.2796844181459566,0.1,0.1739130434782609,0.3137668121441476
38,0.8047337278106509,0.1952662721893491,0.3671268902038133,0.2,0.326530612244898,0.4454768371117636
39,0.7692307692307693,0.23076923076923073,0.23076923076923078,0.0,0.0,0.0
40,0.8,0.19999999999999996,0.35110294117647056,0.225,0.3461538461538462,0.4688365304748472
41,0.7928994082840237,0.20710059171597628,0.34418145956607493,0.25,0.36363636363636365,0.49021431794612025
42,0.7751479289940828,0.2248520710059172,0.27485207100591713,0.05,0.09523809523809523,0.223606797749979
43,0.7692307692307693,0.23076923076923073,0.25576923076923075,0.025,0.04878048780487806,0.15811388300841897
44,0.8047337278106509,0.1952662721893491,0.35474781628627783,0.2564102564102564,0.3773584905660377,0.4985185152621431
45,0.7823529411764706,0.21764705882352942,0.2926470588235294,0.075,0.13953488372093023,0.27386127875258304
46,0.7810650887573964,0.21893491124260356,0.29638630600169064,0.125,0.2127659574468085,0.35080196051886026
47,0.7988165680473372,0.20118343195266275,0.3493491124260355,0.2,0.32000000000000006,0.4437332811568246
48,0.7810650887573964,0.21893491124260356,0.29301775147929,0.1,0.1777777777777778,0.31499969238326314
49,0.7988165680473372,0.20118343195266275,0.34818424411184595,0.28205128205128205,0.3928571428571429,0.5186844229124219
